dataset,method,alpha,param,declared_T,path,error,shape,runs,T,regret_mean,regret_std,time_mean,time_std
PPA,FastPRB,0.85,eps0.000191,5000,results/online_link_prediction/PPA_FastPRB_alpha0.85_eps0.000191_T5000_lr10.01_lr20.004_202601250049,,10x5000x5,10,5000,3347.5,191.37985787433325,8608.587314987182,827.1137895303433
PPA,FastPRB,0.85,eps1.74e-06,5000,results/online_link_prediction/PPA_FastPRB_alpha0.85_eps1.74e-06_T5000_k10_lr10.01_lr20.004_h100_ks40_202603281204,,10x5000x5,10,5000,3099.3,491.8471408883048,3810.6736887216566,996.8666475998906
PPA,FastPRB,0.85,eps1.74e-06,5000,results/online_link_prediction/PPA_FastPRB_alpha0.85_eps1.74e-06_T5000_lr10.01_lr20.004_202601251347,,10x5000x5,10,5000,3264.7,155.51144652404207,3869.182102513313,374.3318263828251
PPA,FastPRB,0.85,eps1.74e-06,5000,results/online_link_prediction/PPA_FastPRB_alpha0.85_eps1.74e-06_T5000_lr10.01_lr20.004_202601260241,,10x5000x5,10,5000,3750.5,136.4479754338627,2542.8221888303756,330.8150829220908
PPA,FastPRB,0.85,eps1.74e-06,5000,results/online_link_prediction/PPA_FastPRB_alpha0.85_eps1.74e-06_T5000_lr10.01_lr20.004_202601262150,,10x5000x5,10,5000,3566.8,205.95378122287534,4840.084988307953,455.7128807910851
PPA,FastPRB,0.85,eps1.74e-06,5000,results/online_link_prediction/PPA_FastPRB_alpha0.85_eps1.74e-06_T5000_lr10.01_lr20.004_202601291141,,10x5000x5,10,5000,3099.3,491.8471408883048,6834.197757983207,1362.0349321124568
PPA,FastPRB,0.85,eps1e-05,500,results/online_link_prediction/PPA_FastPRB_alpha0.85_eps1e-05_T500_lr10.01_lr20.004_202601241644,,1x500x5,1,500,401.0,0.0,1057.3192880153656,0.0
PPA,PRB,0.85,powT50,5000,results/online_link_prediction/PPA_PRB_alpha0.85_powT50_T5000_lr10.01_lr20.004_202601211613,,3x5000x5,3,5000,4491.0,26.166135875720485,50864.46623237928,1950.5273943084412
PPA,PRB,0.85,powT50,5000,results/online_link_prediction/PPA_PRB_alpha0.85_powT50_T5000_lr10.01_lr20.004_202601250106,,10x5000x5,10,5000,3276.1,137.30291329756992,56877.52722239494,6710.382694598016
PPA,PRB,0.85,powT50,5000,results/online_link_prediction/PPA_PRB_alpha0.85_powT50_T5000_lr10.01_lr20.004_202601262150,,10x5000x5,10,5000,3575.4,206.23782388301134,56320.733719944954,931.122443700569
Vessel,FastPRB,0.85,eps2.86e-07,5000,results/online_link_prediction/Vessel_FastPRB_alpha0.85_eps2.86e-07_T5000_lr10.01_lr20.004_202601241940,,10x5000x5,10,5000,370.9,29.13914892374175,2819.1025771617888,99.23598366255976
Vessel,FastPRB,0.85,eps2.86e-07,5000,results/online_link_prediction/Vessel_FastPRB_alpha0.85_eps2.86e-07_T5000_lr10.01_lr20.004_202601242113,,10x5000x5,10,5000,370.9,29.13914892374175,3144.8462472200395,133.53068863781672
Vessel,FastPRB,0.85,eps2.86e-07,5000,results/online_link_prediction/Vessel_FastPRB_alpha0.85_eps2.86e-07_T5000_lr10.01_lr20.004_202601260241,,10x5000x5,10,5000,551.8,79.87590375075577,2119.2555948257445,220.7876859215364
Vessel,FastPRB,0.85,eps2.86e-07,5000,results/online_link_prediction/Vessel_FastPRB_alpha0.85_eps2.86e-07_T5000_lr10.01_lr20.004_202601261824,,10x5000x5,10,5000,4351.6,34.261348484845136,1305.2308443784714,39.91935637090003
Vessel,FastPRB,0.85,eps2.86e-07,5000,results/online_link_prediction/Vessel_FastPRB_alpha0.85_eps2.86e-07_T5000_lr10.01_lr20.004_202601270100,,10x5000x5,10,5000,991.5,146.2048220818999,3430.446917772293,82.37783062676077
Vessel,FastPRB,0.85,eps2.86e-07,5000,results/online_link_prediction/Vessel_FastPRB_alpha0.85_eps2.86e-07_T5000_lr10.01_lr20.004_202601271451,,10x5000x5,10,5000,4453.1,29.16316169416478,1714.5755023479462,74.57704998740859
Vessel,FastPRB,0.85,eps2.86e-07,5000,results/online_link_prediction/Vessel_FastPRB_alpha0.85_eps2.86e-07_T5000_lr10.01_lr20.004_202601272000,,10x5000x5,10,5000,4404.2,37.41336659537604,1276.0277568101883,87.48505797638981
Vessel,FastPRB,0.85,eps2.86e-07,5000,results/online_link_prediction/Vessel_FastPRB_alpha0.85_eps2.86e-07_T5000_lr10.01_lr20.004_202601290028,,10x5000x5,10,5000,4406.7,18.894708253900085,3714.0606068849565,1046.5611861787122
Vessel,PRB,0.85,powT50,5000,results/online_link_prediction/Vessel_PRB_alpha0.85_powT50_T5000_lr10.01_lr20.004_202601250107,,10x5000x5,10,5000,370.9,29.13914892374175,20354.66203160286,4841.019408544322
Vessel,PRB,0.85,powT50,5000,results/online_link_prediction/Vessel_PRB_alpha0.85_powT50_T5000_lr10.01_lr20.004_202601262346,,10x5000x5,10,5000,991.5,146.2048220818999,25225.764809322358,1308.3322783647552
Vessel,PRB,0.85,powT50,5000,results/online_link_prediction/Vessel_PRB_alpha0.85_powT50_T5000_lr10.01_lr20.004_202601270100,,10x5000x5,10,5000,991.5,146.2048220818999,25251.419553232194,919.5194595760538
Vessel,PRB,0.85,powT50,5000,results/online_link_prediction/Vessel_PRB_alpha0.85_powT50_T5000_lr10.01_lr20.004_202601271451,,10x5000x5,10,5000,4455.5,28.570089254323307,15111.791514253617,714.294872439523
Vessel,PRB,0.85,powT50,5000,results/online_link_prediction/Vessel_PRB_alpha0.85_powT50_T5000_lr10.01_lr20.004_202601272000,,10x5000x5,10,5000,4403.8,37.57339484262767,17790.783420944215,354.1146086965594
